ID,x.t-1,x.t-2,x.t-3,x.t-4,x.t-5,x.t-6,x.t-7,x.t-8,x.t-9,x.t-10,x.t-11,x.t-12,x.t-13,x.t-14,x.t-15,x.t
1,-0.983979859201486,-1.38640261752607,-1.21810722730144,0.468820049640282,1.78624008053643,1.13671340336827,0.531134997499413,-0.128598004467616,-0.0529314736915975,-0.028168308784017,-1.30202917691796,-0.48456800994632,-0.939290111033973,-1.04429582549251,-0.0445667992817533,-0.341187968742399
2,-0.341187968742399,-0.983979859201486,-1.38640261752607,-1.21810722730144,0.468820049640282,1.78624008053643,1.13671340336827,0.531134997499413,-0.128598004467616,-0.0529314736915975,-0.028168308784017,-1.30202917691796,-0.48456800994632,-0.939290111033973,-1.04429582549251,0.149375509342975
3,0.149375509342975,-0.341187968742399,-0.983979859201486,-1.38640261752607,-1.21810722730144,0.468820049640282,1.78624008053643,1.13671340336827,0.531134997499413,-0.128598004467616,-0.0529314736915975,-0.028168308784017,-1.30202917691796,-0.48456800994632,-0.939290111033973,0.520474315990525
4,0.520474315990525,0.149375509342975,-0.341187968742399,-0.983979859201486,-1.38640261752607,-1.21810722730144,0.468820049640282,1.78624008053643,1.13671340336827,0.531134997499413,-0.128598004467616,-0.0529314736915975,-0.028168308784017,-1.30202917691796,-0.48456800994632,0.66790633168348
5,0.66790633168348,0.520474315990525,0.149375509342975,-0.341187968742399,-0.983979859201486,-1.38640261752607,-1.21810722730144,0.468820049640282,1.78624008053643,1.13671340336827,0.531134997499413,-0.128598004467616,-0.0529314736915975,-0.028168308784017,-1.30202917691796,1.45469491713676
6,1.45469491713676,0.66790633168348,0.520474315990525,0.149375509342975,-0.341187968742399,-0.983979859201486,-1.38640261752607,-1.21810722730144,0.468820049640282,1.78624008053643,1.13671340336827,0.531134997499413,-0.128598004467616,-0.0529314736915975,-0.028168308784017,2.01459137113042
7,2.01459137113042,1.45469491713676,0.66790633168348,0.520474315990525,0.149375509342975,-0.341187968742399,-0.983979859201486,-1.38640261752607,-1.21810722730144,0.468820049640282,1.78624008053643,1.13671340336827,0.531134997499413,-0.128598004467616,-0.0529314736915975,2.10015174969161
8,2.10015174969161,2.01459137113042,1.45469491713676,0.66790633168348,0.520474315990525,0.149375509342975,-0.341187968742399,-0.983979859201486,-1.38640261752607,-1.21810722730144,0.468820049640282,1.78624008053643,1.13671340336827,0.531134997499413,-0.128598004467616,1.43182089123091
9,1.43182089123091,2.10015174969161,2.01459137113042,1.45469491713676,0.66790633168348,0.520474315990525,0.149375509342975,-0.341187968742399,-0.983979859201486,-1.38640261752607,-1.21810722730144,0.468820049640282,1.78624008053643,1.13671340336827,0.531134997499413,1.80162175124108
10,1.80162175124108,1.43182089123091,2.10015174969161,2.01459137113042,1.45469491713676,0.66790633168348,0.520474315990525,0.149375509342975,-0.341187968742399,-0.983979859201486,-1.38640261752607,-1.21810722730144,0.468820049640282,1.78624008053643,1.13671340336827,1.14818987808004
11,1.14818987808004,1.80162175124108,1.43182089123091,2.10015174969161,2.01459137113042,1.45469491713676,0.66790633168348,0.520474315990525,0.149375509342975,-0.341187968742399,-0.983979859201486,-1.38640261752607,-1.21810722730144,0.468820049640282,1.78624008053643,0.940932236206562
12,0.940932236206562,1.14818987808004,1.80162175124108,1.43182089123091,2.10015174969161,2.01459137113042,1.45469491713676,0.66790633168348,0.520474315990525,0.149375509342975,-0.341187968742399,-0.983979859201486,-1.38640261752607,-1.21810722730144,0.468820049640282,2.42683928363677
13,2.42683928363677,0.940932236206562,1.14818987808004,1.80162175124108,1.43182089123091,2.10015174969161,2.01459137113042,1.45469491713676,0.66790633168348,0.520474315990525,0.149375509342975,-0.341187968742399,-0.983979859201486,-1.38640261752607,-1.21810722730144,2.7006053533868
14,2.7006053533868,2.42683928363677,0.940932236206562,1.14818987808004,1.80162175124108,1.43182089123091,2.10015174969161,2.01459137113042,1.45469491713676,0.66790633168348,0.520474315990525,0.149375509342975,-0.341187968742399,-0.983979859201486,-1.38640261752607,3.447645376912
15,3.447645376912,2.7006053533868,2.42683928363677,0.940932236206562,1.14818987808004,1.80162175124108,1.43182089123091,2.10015174969161,2.01459137113042,1.45469491713676,0.66790633168348,0.520474315990525,0.149375509342975,-0.341187968742399,-0.983979859201486,3.21587968738006
16,3.21587968738006,3.447645376912,2.7006053533868,2.42683928363677,0.940932236206562,1.14818987808004,1.80162175124108,1.43182089123091,2.10015174969161,2.01459137113042,1.45469491713676,0.66790633168348,0.520474315990525,0.149375509342975,-0.341187968742399,2.39548285126846
17,2.39548285126846,3.21587968738006,3.447645376912,2.7006053533868,2.42683928363677,0.940932236206562,1.14818987808004,1.80162175124108,1.43182089123091,2.10015174969161,2.01459137113042,1.45469491713676,0.66790633168348,0.520474315990525,0.149375509342975,3.03769081188428
18,3.03769081188428,2.39548285126846,3.21587968738006,3.447645376912,2.7006053533868,2.42683928363677,0.940932236206562,1.14818987808004,1.80162175124108,1.43182089123091,2.10015174969161,2.01459137113042,1.45469491713676,0.66790633168348,0.520474315990525,3.13642555918005
19,3.13642555918005,3.03769081188428,2.39548285126846,3.21587968738006,3.447645376912,2.7006053533868,2.42683928363677,0.940932236206562,1.14818987808004,1.80162175124108,1.43182089123091,2.10015174969161,2.01459137113042,1.45469491713676,0.66790633168348,2.26443365692538
20,2.26443365692538,3.13642555918005,3.03769081188428,2.39548285126846,3.21587968738006,3.447645376912,2.7006053533868,2.42683928363677,0.940932236206562,1.14818987808004,1.80162175124108,1.43182089123091,2.10015174969161,2.01459137113042,1.45469491713676,2.23788956271851
21,2.23788956271851,2.26443365692538,3.13642555918005,3.03769081188428,2.39548285126846,3.21587968738006,3.447645376912,2.7006053533868,2.42683928363677,0.940932236206562,1.14818987808004,1.80162175124108,1.43182089123091,2.10015174969161,2.01459137113042,2.94112529357038
22,2.94112529357038,2.23788956271851,2.26443365692538,3.13642555918005,3.03769081188428,2.39548285126846,3.21587968738006,3.447645376912,2.7006053533868,2.42683928363677,0.940932236206562,1.14818987808004,1.80162175124108,1.43182089123091,2.10015174969161,2.99939957549989
23,2.99939957549989,2.94112529357038,2.23788956271851,2.26443365692538,3.13642555918005,3.03769081188428,2.39548285126846,3.21587968738006,3.447645376912,2.7006053533868,2.42683928363677,0.940932236206562,1.14818987808004,1.80162175124108,1.43182089123091,3.17624994794729
24,3.17624994794729,2.99939957549989,2.94112529357038,2.23788956271851,2.26443365692538,3.13642555918005,3.03769081188428,2.39548285126846,3.21587968738006,3.447645376912,2.7006053533868,2.42683928363677,0.940932236206562,1.14818987808004,1.80162175124108,3.78835513002898
25,3.78835513002898,3.17624994794729,2.99939957549989,2.94112529357038,2.23788956271851,2.26443365692538,3.13642555918005,3.03769081188428,2.39548285126846,3.21587968738006,3.447645376912,2.7006053533868,2.42683928363677,0.940932236206562,1.14818987808004,2.25196490390373
26,2.25196490390373,3.78835513002898,3.17624994794729,2.99939957549989,2.94112529357038,2.23788956271851,2.26443365692538,3.13642555918005,3.03769081188428,2.39548285126846,3.21587968738006,3.447645376912,2.7006053533868,2.42683928363677,0.940932236206562,2.45379284716084
27,2.45379284716084,2.25196490390373,3.78835513002898,3.17624994794729,2.99939957549989,2.94112529357038,2.23788956271851,2.26443365692538,3.13642555918005,3.03769081188428,2.39548285126846,3.21587968738006,3.447645376912,2.7006053533868,2.42683928363677,2.41046602286
28,2.41046602286,2.45379284716084,2.25196490390373,3.78835513002898,3.17624994794729,2.99939957549989,2.94112529357038,2.23788956271851,2.26443365692538,3.13642555918005,3.03769081188428,2.39548285126846,3.21587968738006,3.447645376912,2.7006053533868,0.153402726200476
29,0.153402726200476,2.41046602286,2.45379284716084,2.25196490390373,3.78835513002898,3.17624994794729,2.99939957549989,2.94112529357038,2.23788956271851,2.26443365692538,3.13642555918005,3.03769081188428,2.39548285126846,3.21587968738006,3.447645376912,0.040859827455633
30,0.040859827455633,0.153402726200476,2.41046602286,2.45379284716084,2.25196490390373,3.78835513002898,3.17624994794729,2.99939957549989,2.94112529357038,2.23788956271851,2.26443365692538,3.13642555918005,3.03769081188428,2.39548285126846,3.21587968738006,-0.416129056158317
31,-0.416129056158317,0.040859827455633,0.153402726200476,2.41046602286,2.45379284716084,2.25196490390373,3.78835513002898,3.17624994794729,2.99939957549989,2.94112529357038,2.23788956271851,2.26443365692538,3.13642555918005,3.03769081188428,2.39548285126846,0.896815858976359
32,0.896815858976359,-0.416129056158317,0.040859827455633,0.153402726200476,2.41046602286,2.45379284716084,2.25196490390373,3.78835513002898,3.17624994794729,2.99939957549989,2.94112529357038,2.23788956271851,2.26443365692538,3.13642555918005,3.03769081188428,0.753577261113907
